38977883,Inulin-gel-based oral immunotherapy remodels the small intestinal microbiome and suppresses food allergy
38952781,Metabolomics of IgE-Mediated Food Allergy and Oral Immunotherapy Outcomes based on Metabolomic Profiling
38908432,Atopic dermatitis and IgE-mediated food allergy: Common biologic targets for therapy and prevention
38816113,Oral Immunotherapy: An Overview
38816109,Food Allergy
38747333,Immunotherapy and biologics in the management of IgE-mediated food allergy: Systematic review and meta-analyses of efficacy and safety
38520061,Transcriptomic changes associated with oral immunotherapy for food allergy
38496796,The future of cow's milk allergy - milk ladders in IgE-mediated food allergy
38441821,"A Review of Shared Decision-Making, Published Protocols, and Post-desensitization Strategies in Oral Immunotherapy (OIT)"
38263695,"Evaluation of clinical outcomes of efficacy in food allergen immunotherapy trials, COFAITH EAACI task force"
38256382,Food Allergen Immunotherapy in the Treatment of Patients with IgE-Mediated Food Allergy
38182280,Gut microbiota and fecal metabolites in sustained unresponsiveness by oral immunotherapy in school-age children with cow's milk allergy
38154554,Interaction Between Baseline Participant Factors and Treatment Effects Following Peanut Oral Immunotherapy
38093814,IgE and IgG4 epitopes of the peanut allergens shift following oral immunotherapy
38072489,Cost-effectiveness analysis of probiotic peanut oral immunotherapy (PPOIT) versus placebo in Australian children with peanut allergy alongside a randomised trial
38010006,Oral immunotherapy as a curative treatment for food-allergic preschool children: Current evidence and potential underlying mechanisms
37852440,Long-term follow-up of children who achieved sustained unresponsiveness after peanut oral immunotherapy
37849958,Immune signatures predicting the clinical outcome of peanut oral immunotherapy: where we stand
37744963,Optimal period for achieving sustained unresponsiveness in peanut oral immunotherapy
37722926,Efficacy and safety of ciclosporin versus methotrexate in the treatment of severe atopic dermatitis in children and young people (TREAT): a multicentre parallel group assessor-blinded clinical trial
37488726,"Efficacy and safety of oral immunotherapy for peanut, cow's milk, and hen's egg allergy: A systematic review of randomized controlled trials"
37448803,Abatacept to induce remission of peanut allergy during oral immunotherapy (ATARI): protocol for a phase 2a randomized controlled trial
37417834,Updates in food allergen immunotherapy
37185829,Clinical outcomes of efficacy in food allergen immunotherapy trials
37129440,"Peanut allergy: risk factors, immune mechanisms, and best practices for oral immunotherapy success"
37105606,Oral Immunotherapy: An Overview
37105602,Food Allergy
37086923,Evidence for sustained desensitization after sublingual peanut immunotherapy
36854214,"A clinical focus on oral tolerance in the development, prevention, and management of food allergy"
36828080,"Open-label study of the efficacy, safety, and durability of peanut sublingual immunotherapy in peanut-allergic children"
36529441,Omalizumab in IgE-Mediated Food Allergy: A Systematic Review and Meta-Analysis
36466872,HLA-associated outcomes in peanut oral immunotherapy trials identify mechanistic and clinical determinants of therapeutic success
36333296,CD8(+) T cell differentiation status correlates with the feasibility of sustained unresponsiveness following oral immunotherapy
36194940,Long-term IgE immunological tolerance to peanut allergens: An alternative to Noon's daily desensitization paradigm
36092278,Transitioning peanut oral immunotherapy to clinical practice
35716952,Kinetics of basophil hyporesponsiveness during short-course peanut oral immunotherapy
35620981,Sustained unresponsiveness development in wheat oral immunotherapy: predictive factors and flexible regimen in the maintenance phase
35615783,Remission of peanut allergy is associated with rewiring of allergen-driven T helper 2-related gene networks
35527650,Long-term outcome of omalizumab-assisted desensitisation to cow's milk and eggs in patients refractory to conventional oral immunotherapy: real-life study
35502316,The Economic Burden of Food Allergy: What We Know and What We Need to Learn
35485166,Probiotic peanut oral immunotherapy is associated with long-term persistence of 8-week sustained unresponsiveness and long-lasting quality-of-life improvement
35403286,Longitudinal antibody responses to peanut following probiotic and peanut oral immunotherapy (PPOIT) in children with peanut allergy
35123664,"Probiotic peanut oral immunotherapy versus oral immunotherapy and placebo in children with peanut allergy in Australia (PPOIT-003): a multicentre, randomised, phase 2b trial"
34934327,Oral Immunotherapy in Children: Clinical Considerations and Practical Management
34890827,Maximum Dose Food Challenges Reveal Transient Sustained Unresponsiveness in Peanut Oral Immunotherapy (POIMD Study)
34785391,"Advances, Practical Implementation, and Unmet Needs Regarding Oral Immunotherapy for Food Allergy"
34655480,Shrimp-allergic patients in a multi-food oral immunotherapy trial
34650547,Oral Immunotherapy for Food-Allergic Children: A Pro-Con Debate
34550555,Combining Anti-IgE Monoclonal Antibodies and Oral Immunotherapy for the Treatment of Food Allergy
34486262,Home-Based Up-Dosing in Build-Up Phase of Oral Immunotherapy of Egg Allergy Is Safe and Feasible in Real-World Practice
34233966,"Study protocol of a phase 2, dual-centre, randomised, controlled trial evaluating the effectiveness of probiotic and egg oral immunotherapy at inducing desensitisation or sustained unresponsiveness (remission) in participants with egg allergy compared with placebo (Probiotic Egg Allergen Oral Immunotherapy for Treatment of Egg Allergy: PEAT study)"
33959986,Novel application of a discrete time-to-event model for randomized oral immunotherapy clinical trials with repeat food challenges
33858732,Oral immunotherapy in food allergies: A practical update for pediatricians
33840798,Wheat oral immunotherapy
33790583,"A Practical, Stepwise Approach to Peanut Oral Immunotherapy in Clinical Practice: Benefits and Risks"
33769315,Emerging developments in the forefront of peanut oral immunotherapy
33417257,Mechanisms of oral immunotherapy
33381123,Oral Immunotherapy and Basophil and Mast Cell Reactivity in Food Allergy
33024480,Evaluation of oral immunotherapy efficacy and safety by maintenance dose dependency: A multicenter randomized study
32912942,"Study protocol of a multicentre, randomised, controlled trial evaluating the effectiveness of probiotic and peanut oral immunotherapy (PPOIT) in inducing desensitisation or tolerance in children with peanut allergy compared with oral immunotherapy (OIT) alone and with placebo (the PPOIT-003 study)"
32835872,Sustained unresponsiveness to peanut after long-term peanut epicutaneous immunotherapy
32732177,Sustained Unresponsiveness Induced by Oral Immunotherapy Is Not a Completely Symptom-Free Condition: A Prospective Case Series
32717254,Notch signaling contributes to the establishment of sustained unresponsiveness to food allergens by oral immunotherapy
32665367,Oral immunotherapy for treatment of peanut allergy
32535135,Induction of sustained unresponsiveness after egg oral immunotherapy compared to baked egg therapy in children with egg allergy
32314071,Peanut Oral Immunotherapy: a Current Perspective
32034781,Food allergy immunotherapy: Oral immunotherapy and epicutaneous immunotherapy
31928251,Immunotherapy approaches for peanut allergy
31881232,A 5-year summary of real-life dietary egg consumption after completion of a 4-year egg powder oral immunotherapy (eOIT) protocol
31805311,Sustained successful peanut oral immunotherapy associated with low basophil activation and peanut-specific IgE
31797153,Biomarkers in Food Allergy Immunotherapy
31761124,Peanut Oral Immunotherapy: State of the Art
31761114,Sublingual and Patch Immunotherapy for Food Allergy
31693593,The clinical and immune outcomes after food allergen immunotherapy emphasizing the development of tolerance
31522849,"Sustained outcomes in oral immunotherapy for peanut allergy (POISED study): a large, randomised, double-blind, placebo-controlled, phase 2 study"
31522848,Sustained unresponsiveness in peanut oral immunotherapy
31493887,Long-term sublingual immunotherapy for peanut allergy in children: Clinical and immunologic evidence of desensitization
31437325,IgE binding to linear epitopes of Ara h 2 in peanut allergic preschool children undergoing oral Immunotherapy
31377342,Early decrease in basophil sensitivity to Ara h 2 precedes sustained unresponsiveness after peanut oral immunotherapy
31193674,A Phase 2 Randomized Controlled Multisite Study Using Omalizumab-facilitated Rapid Desensitization to Test Continued vs Discontinued Dosing in Multifood Allergic Individuals
31128233,Providing cost-effective care for food allergy
31050778,Estimation of Health and Economic Benefits of Commercial Peanut Immunotherapy Products: A Cost-effectiveness Analysis
30930020,"Long-term outcomes after sustained unresponsiveness in patients who underwent oral immunotherapy for egg, cow's milk, or wheat allergy"
30864861,Epicutaneous peanut patch device for the treatment of peanut allergy
30740349,Efficacy and safety of oral immunotherapy for peanut allergy: a pilot study in Singaporean children
30717866,Current and Future Treatment of Peanut Allergy
30582491,Update on peanut allergy: Prevention and immunotherapy
30528770,Predicting development of sustained unresponsiveness to milk oral immunotherapy using epitope-specific antibody binding profiles
30389226,"Multicenter, randomized, double-blind, placebo-controlled clinical trial of vital wheat gluten oral immunotherapy"
30383313,Blocking antibodies induced by peanut oral and sublingual immunotherapy suppress basophil activation and are associated with sustained unresponsiveness
30367908,Evaluating primary end points in peanut immunotherapy clinical trials
30169215,"Long-term clinical and immunological effects of probiotic and peanut oral immunotherapy after treatment cessation: 4-year follow-up of a randomised, double-blind, placebo-controlled trial"
30126028,High- and low-dose oral immunotherapy similarly suppress pro-allergic cytokines and basophil activation in young children
29977439,Debates in Allergy Medicine: Oral immunotherapy shortens the duration of milk and egg allergy - the con argument
29977438,Debates in Allergy Medicine: Does oral immunotherapy shorten the duration of milk and egg allergy? The pro argument
29968170,Enhancing the Safety and Efficacy of Food Allergy Immunotherapy: a Review of Adjunctive Therapies
29859333,Real-World Experience with Peanut Oral Immunotherapy: Lessons Learned From 270 Patients
29779209,Gata3 hypermethylation and Foxp3 hypomethylation are associated with sustained protection and bystander effect following epicutaneous immunotherapy in peanut-sensitized mice
29676066,Allergen-Specific Immunotherapies for Food Allergy
29656306,Oral and Sublingual Immunotherapy for Treatment of IgE-Mediated Food Allergy
29603410,Low-dose oral immunotherapy for children with anaphylactic peanut allergy in Japan
29339650,Oral Immunotherapy in Japanese Children with Anaphylactic Peanut Allergy
29307410,Mechanisms of food allergy
29288078,Immune mechanisms of oral immunotherapy
29205393,EAACI Guidelines on allergen immunotherapy: IgE-mediated food allergy
29162426,Current Status and Unanswered Questions for Food Allergy Treatments
29132677,Adjuvant Therapies in Food Immunotherapy
29052245,The longitudinal impact of probiotic and peanut oral immunotherapy on health-related quality of life
28865877,Oral immunotherapy for food allergy
28825866,Immunotherapy for cow's milk allergy
28780220,Clinical aspects of oral immunotherapy for the treatment of allergies
28739336,Oral tolerance and allergy
28696863,Update on oral immunotherapy for egg allergy
28606784,An Economic Analysis of a Peanut Oral Immunotherapy Study in Children
28479335,Allergen-specific IgG antibody signaling through FcγRIIb promotes food tolerance
28460846,Home-based induction of sustained unresponsiveness in children with mild reactions to high doses of peanut
28414061,Mechanistic correlates of clinical responses to omalizumab in the setting of oral immunotherapy for milk allergy
28102823,Oral Immunotherapy for Food Allergy
28058751,Allergen immunotherapy for IgE-mediated food allergy: a systematic review and meta-analysis
28049193,Safety and Efficacy of Low-Dose Oral Immunotherapy for Hen's Egg Allergy in Children
28042528,Desensitization for Peanut Allergies in Children
27822230,Erratum to: Two-weeks-sustained unresponsiveness by oral immunotherapy using microwave heated cow's milk for children with cow's milk allergy
27745972,Advances in food allergy oral immunotherapy: toward tolerance
27599211,Low dose immunotherapy in very young children to treat peanut allergy
27570533,Two-weeks-sustained unresponsiveness by oral immunotherapy using microwave heated cow's milk for children with cow's milk allergy
27522159,Early oral immunotherapy in peanut-allergic preschool children is safe and highly effective
27355816,Oral Immunotherapy for Food Allergies
27015954,"Component-resolved analysis of IgA, IgE, and IgG4 during egg OIT identifies markers associated with sustained unresponsiveness"
26924470,Long-term treatment with egg oral immunotherapy enhances sustained unresponsiveness that persists after cessation of therapy
26922433,The Heterogeneity of Oral Immunotherapy Clinical Trials: Implications and Future Directions
26617227,Oral Immunotherapy for Food Allergy
26617226,Advances in the Treatment of Food Allergy: Sublingual and Epicutaneous Immunotherapy
26581915,"A randomized, double-blind, placebo-controlled study of omalizumab combined with oral immunotherapy for the treatment of cow's milk allergy"
26332004,Oral Immunotherapy for Peanut Allergy
26314347,Does clinical protection persist after food allergen oral immunotherapy?
26268849,New developments in immunotherapies for food allergy
26241500,New developments in allergen immunotherapy
26236997,Early sustained unresponsiveness after short-course egg oral immunotherapy: a randomized controlled study in egg-allergic children
26145713,Food specific oral immunotherapy: a potential treatment for food allergy
25656999,Sublingual immunotherapy for peanut allergy: Long-term follow-up of a randomized multicenter trial
25592987,Administration of a probiotic with peanut oral immunotherapy: A randomized trial
25542883,Suppression of the immunologic response to peanut during immunotherapy is often transient
25528358,"A randomized, double-blind, placebo-controlled pilot study of sublingual versus oral immunotherapy for the treatment of peanut allergy"
24361082,Sustained unresponsiveness to peanut in subjects who have completed peanut oral immunotherapy
23701560,State of the art and perspectives in food allergy (part II): therapy
22808958,Oral immunotherapy for treatment of egg allergy in children
18597746,Sustained delayed-type hypersensitivity reaction after in vivo priming but successful induction of unresponsiveness after adoptive transfer of CD4+ effector T cells
,
2023.02.23.,((allergy) OR (food allergy)) AND ((oral immunotherapy) OR (oral immune therapy) OR (OIT)) AND ((remission))
PMIDs in bold mean the papers are also covered in above search,
PMID,Title
41510941,Achieving remission with peach sublingual immunotherapy in adults and children with Lipid transfer protein syndrome without associated cofactor
41450377,An Atypical Presentation of Allergic Bronchopulmonary Aspergillosis
41358635,TNF Inhibitor-Induced Sarcoidosis-Like Lesions in Inflammatory Bowel Disease
41324152,Eating away at food allergy
41276902,Developing a Standardised National Model of Care for Treatment of Peanut Allergy in Infants: The ADAPT Peanut Oral Immunotherapy Program
41270832,Dosing Reactions and Missed Doses Affect Peanut Oral Immunotherapy Outcomes
41225120,Modulating the Allergen-Specific Immune Response to Achieve Remission of Food Allergy Through Oral Immunotherapy
41155960,Orally Dispersible Swallowed Topical Corticosteroids in Eosinophilic Esophagitis: A Paradigm Shift in the Management of Esophageal Inflammation
41070771,Mindset in food immunotherapy
40810090,"Long-term outcomes of dupilumab therapy in severe asthma: A retrospective, multicenter, real-world study"
40771709,A review of sublingual immunotherapy for treatment of peanut allergy
40766311,Anti-IgE therapy versus allergen-specific immunotherapy for food allergy: weighing the pros and cons
40760937,Dexamethasone desensitization in type III hypersensitivity reaction and multiple myeloma
40669938,Prevention and Management of Food Allergy in Infants
40634275,Gut microbial bile and amino acid metabolism associate with peanut oral immunotherapy failure
40630602,"Association of bile acids, amino acids, and glycerophospholipid metabolites with food-allergic outcomes in children on peanut oral immunotherapy"
40449124,"Asthma therapeutics: Past, present, and future"
40189990,Emerging therapeutics in the management of food allergy
40050074,[Guidelines for the prevention and management of bronchial asthma (2024 edition)]
40040417,Oral Immunotherapy Should Play a Key Role in Preschool Food Allergy Management
39940042,Food oral immunotherapy
39921088,Infant and Toddler Peanut Oral Immunotherapy: Initiation Before Age 2 Increases Ad Libitum Peanut Consumption
39723600,Allergen-Specific IgE is a Stronger Predictor of Remission Following Peanut Oral Immunotherapy Than Age in Children Aged 1-10 Years
39704474,Anakinra in relapsing polychondritis: a case report and review of the literature
39675524,Cost-Effectiveness of Oral Immunotherapy for Egg Allergy According to Age of Therapy Commencement
39624171,Pediatric eosinophilic esophagitis: a Belgian single-center retrospective analysis reveals real-life difficulties in diagnosis and treatment
39549709,"Clinical remission attainment, definitions, and correlates among patients with severe asthma treated with biologics: a systematic review and meta-analysis"
39530396,Immunomodulatory metabolites in IgE-mediated food allergy and oral immunotherapy outcomes based on metabolomic profiling
39397227,A case of de novo glomerulonephritis following COVID-19 in a patient with preexistent IgA vasculitis
39395838,Targeted inhibition of the IL5 axis for immune checkpoint inhibitors eosinophilic-induced adverse events
39306739,Allergic rhinitis in remission with house dust mite subcutaneous immunotherapy
39267404,Effectiveness of treatment with budesonide orodispersible tablets in 76 patients with eosinophilic oesophagitis - real-life experience from the population-based DanEoE cohort
39099231,Two-year post-treatment outcomes following peanut oral immunotherapy in the Probiotic and Peanut Oral Immunotherapy-003 Long-Term (PPOIT-003LT) study
39072014,Enhanced Gut Microbiome Capacity for Amino Acid Metabolism is associated with Peanut Oral Immunotherapy Failure
39034635,Investigating immune profile by CyTOF in patients with eosinophilic esophagitis after treatment with orodispersible budesonide
38989779,"Allergen-specific B cell responses in oral immunotherapy-induced desensitization, remission, and natural outgrowth in cow's milk allergy"
38957084,Pearls for practice from the 2023 allergy immunology joint task force on practice parameters GRADE and institute of medicine based atopic dermatitis guidelines
38952781,Metabolomics of IgE-Mediated Food Allergy and Oral Immunotherapy Outcomes based on Metabolomic Profiling
38908432,Atopic dermatitis and IgE-mediated food allergy: Common biologic targets for therapy and prevention
38810185,The Role of Interferon-γ in Autoimmune Polyendocrine Syndrome Type 1
38800497,Predictive modeling for cow's milk allergy remission by low-dose oral immunotherapy in young children
38747333,Immunotherapy and biologics in the management of IgE-mediated food allergy: Systematic review and meta-analyses of efficacy and safety
38701495,Exploring Definitions and Predictors of Severe Asthma Clinical Remission after Biologic Treatment in Adults
38520061,Transcriptomic changes associated with oral immunotherapy for food allergy
38423799,Optimising the management of peanut allergy by targeting immune plasticity
38154554,Interaction Between Baseline Participant Factors and Treatment Effects Following Peanut Oral Immunotherapy
37854067,"Diagnosis and treatment of Hymenoptera venom allergy: S2k Guideline of the German Society of Allergology and Clinical Immunology (DGAKI) in collaboration with the Arbeitsgemeinschaft für Berufs- und Umweltdermatologie e.V. (ABD), the Medical Association of German Allergologists (AeDA), the German Society of Dermatology (DDG), the German Society of Oto-Rhino-Laryngology, Head and Neck Surgery (DGHNOKC), the German Society of Pediatrics and Adolescent Medicine (DGKJ), the Society for Pediatric Allergy and Environmental Medicine (GPA), German Respiratory Society (DGP), and the Austrian Society for Allergy and Immunology (ÖGAI)"
37815782,"Desensitization and remission after peanut sublingual immunotherapy in 1- to 4-year-old peanut-allergic children: A randomized, placebo-controlled trial"
37750913,Proton pump inhibitors in eosinophilic esophagitis (EoE) related to oral immunotherapy: is it as effective as in other EoE?
37572751,Ethical Implications of Continuing Oral Immunotherapy After the Development of Eosinophilic Esophagitis
37488726,"Efficacy and safety of oral immunotherapy for peanut, cow's milk, and hen's egg allergy: A systematic review of randomized controlled trials"
37448803,Abatacept to induce remission of peanut allergy during oral immunotherapy (ATARI): protocol for a phase 2a randomized controlled trial
37129440,"Peanut allergy: risk factors, immune mechanisms, and best practices for oral immunotherapy success"
37087097,"Double-Blind, Placebo-Controlled Study of E-B-FAHF-2 in Combination With Omalizumab-Facilitated Multiallergen Oral Immunotherapy"
37003475,Distinct trajectories distinguish antigen-specific T cells in peanut-allergic individuals undergoing oral immunotherapy
36466872,HLA-associated outcomes in peanut oral immunotherapy trials identify mechanistic and clinical determinants of therapeutic success
36428636,"Response to First-Line Treatment with Immune-Checkpoint Inhibitors in Patients with Advanced Cutaneous Squamous Cell Carcinoma: A Multicenter, Retrospective Analysis from the German ADOReg Registry"
36118171,Pediatric eosinophilic esophagitis outcomes vary with co-morbid eczema and pollen food syndrome
35944894,Peanut-Specific IgG4 and IgA in Saliva Are Modulated by Peanut Oral Immunotherapy
35862288,A meta-analysis on randomized controlled trials of treating eosinophilic esophagitis with budesonide
35747978,Case Report of Sotalol Induced IgA Vasculitis
35615783,Remission of peanut allergy is associated with rewiring of allergen-driven T helper 2-related gene networks
35403286,Longitudinal antibody responses to peanut following probiotic and peanut oral immunotherapy (PPOIT) in children with peanut allergy
35123664,"Probiotic peanut oral immunotherapy versus oral immunotherapy and placebo in children with peanut allergy in Australia (PPOIT-003): a multicentre, randomised, phase 2b trial"
35065784,Efficacy and safety of oral immunotherapy in children aged 1-3 years with peanut allergy (the Immune Tolerance Network IMPACT trial): a randomised placebo-controlled study
35063934,"Peanut allergy: one in five children achieved lasting remission after oral immunotherapy, study reports"
36896697,Darier Disease Presenting with Recurrent Kaposi Varicelliform Eruption in a 10-year-old Boy with Seborrheic Dermatitis
34555518,Maintenance Therapy With the Lowest Effective Dose of Oral Viscous Budesonide in Children With Eosinophilic Esophagitis
34386403,Successful treatment of a patient with adult food allergy and severe asthma using omalizumab
34233966,"Study protocol of a phase 2, dual-centre, randomised, controlled trial evaluating the effectiveness of probiotic and egg oral immunotherapy at inducing desensitisation or sustained unresponsiveness (remission) in participants with egg allergy compared with placebo (Probiotic Egg Allergen Oral Immunotherapy for Treatment of Egg Allergy: PEAT study)"
34212930,Is a strict cow's milk-free diet necessary to treat milk oral immunotherapy-related eosinophilic esophagitis?
34065877,Discontinuation of BRAF/MEK-Directed Targeted Therapy after Complete Remission of Metastatic Melanoma-A Retrospective Multicenter ADOReg Study
33417257,Mechanisms of oral immunotherapy
33335169,Mesalazine allergy and an attempt at desensitization therapy in patients with inflammatory bowel disease
33024392,Treatment of eosinophlic esophagitis with swallowed topical corticosteroids
32247308,Effect of moderate to severe atopic dermatitis on the prognosis of egg allergy resolution
32070156,Coexistent pulmonary cryptococcal infection and pulmonary sarcoidosis: a case report and literature review
32034781,Food allergy immunotherapy: Oral immunotherapy and epicutaneous immunotherapy
32011798,Eosinophilic gastroenteritis developed after remission of cow's milk allergy
31761124,Peanut Oral Immunotherapy: State of the Art
31105705,Functional Antibody Responses Following Allogeneic Stem Cell Transplantation for TP53 Mutant pre-B-ALL in a Patient With X-Linked Agammaglobulinemia
31002196,Idiopathic anaphylaxis
30922997,Efficacy of Budesonide Orodispersible Tablets as Induction Therapy for Eosinophilic Esophagitis in a Randomized Placebo-Controlled Trial
30911288,Rapid clinical improvement of atopic dermatitis in an Omalizumab treated patient
30827775,"Eosinophilic esophagitis: Pathophysiology, diagnosis, and management"
30622569,Melkersson-Rosenthal syndrome: a case report of a rare disease with overlapping features
30485775,Olaparib Desensitization in a Patient with Recurrent Peritoneal Cancer
30453869,Optimising treatment for severe asthma
30238557,Oral vitamin D3 5000 IU/day as an adjuvant in the treatment of atopic dermatitis: a randomized control trial
29393170,Predictors of Persistent Milk Allergy in Children: A Retrospective Cohort Study
29384107,Restoration of aspirin tolerance following omalizumab treatment in a patient with chronic spontaneous urticaria
29307410,Mechanisms of food allergy
28992797,"Hydroxychloroquine desensitization, an effective method to overcome hypersensitivity-a multicenter experience"
28981976,Inflammatory bowel disease in chronic granulomatous disease: An emerging problem over a twenty years' experience
28774845,Epidemiology and Natural History of Eosinophilic Esophagitis
28728257,[Eosinophilic esophagitis in children: analysis of 22 cases]
28714753,Pediatric Acute-Onset Neuropsychiatric Syndrome Response to Oral Corticosteroid Bursts: An Observational Study of Patients in an Academic Community-Based PANS Clinic
28626380,Clinical and Pathologic Remission of Pediatric Ulcerative Colitis with Serum-Derived Bovine Immunoglobulin Added to the Standard Treatment Regimen
28577951,Aprepitant for refractory nivolumab-induced pruritus
28497677,Successful of subcutaneous and oral hyposensitizing therapy in 30 patients
28255645,Efficacy of mizoribine and prednisolone combination therapy in adult patients with IgA vasculitis
28128086,Vesicular Contact Reaction May Progress into Erythema Multiforme
26194477,Half of the children who received oral immunotherapy for a cows' milk allergy consumed milk freely after 2.5 years
25624888,Lung cancer and concurrent or sequential lymphoma: Two case reports with hypersensitivity to bevacizumab and a review of the literature
25289722,Oral immunotherapy for allergic conjunctivitis
25216976,Relation between eosinophilic esophagitis and oral immunotherapy for food allergy: a systematic review with meta-analysis
25215306,Clinical features and genetic analysis of 20 Chinese patients with X-linked hyper-IgM syndrome
24768678,"Efficacy, dose reduction, and resistance to high-dose fluticasone in patients with eosinophilic esophagitis"
24603395,Eosinophilic esophagitis--treatment of eosinophilic esophagitis with drugs: corticosteroids
24572125,Home-based oral immunotherapy (OIT) with an intermittent loading protocol in children unlikely to outgrow egg allergy
24450456,Cow's milk allergy: where have we come from and where are we going?
24187454,Gut-lung crosstalk in pulmonary involvement with inflammatory bowel diseases
24081481,Immunoglobulin injection for the treatment of multiple oral ulcers in Stevens-Johnson syndrome
23889240,Allergic bronchopulmonary aspergillosis: review of literature and proposal of new diagnostic and classification criteria
23676569,Oral immunotherapy for peanut allergy in clinical practice is ready
27471689,"Allergen immunotherapy: routes, safety, efficacy, and mode of action"
22311847,Does food intolerance play a role in recurrent respiratory papillomatosis?
22130425,The safety and efficacy of sublingual and oral immunotherapy for milk allergy
22115523,Dietary treatment of cows' milk protein allergy in childhood: a commentary by the Committee on Nutrition of the French Society of Paediatrics
21865689,Periodontal and ENT therapy in the treatment of pediatric Henoch-Schönlein purpura and IgA nephropathy
20799399,[Immunovac-VP4 vaccine used in complex allergen-specific immunotherapy of patients with hay fever]
20166544,[Adult case of severe Henoch-Schönlein purpura associated with steroid-resistant nephrotic syndrome successfully treated with intravenous cyclophosphamide]
19921987,Early high-dose immunosuppression in Henoch-Schönlein nephrotic syndrome may improve outcome
19797416,Successful desensitization protocol for hypersensitivity reaction caused by sunitinib in a patient with a gastrointestinal stromal tumor
19156106,[Polioxidonium in comprehensive therapy of recurrent herpetic stomatitis in children with allergic diseases]
18951617,"A randomized, double-blind, placebo-controlled study of milk oral immunotherapy for cow's milk allergy"
18650182,Desensitization to thalidomide in a patient with multiple myeloma
18238891,Secondary antifungal prophylaxis in paediatric allogeneic haematopoietic stem cell recipients
18021870,Clopidogrel desensitization after drug-eluting stent placement
17460438,ANCA-associated vasculitis: diagnostic and therapeutic strategy
16890769,Efficacy and safety of sublingual immunotherapy with grass allergen tablets for seasonal allergic rhinoconjunctivitis
16825867,Rapid desensitization for hypersensitivity reactions to chemotherapy agents
16628253,Anti-CD3 and nasal proinsulin combination therapy enhances remission from recent-onset autoimmune diabetes by inducing Tregs
16101936,Chronic urticaria and associated coeliac disease in children: a case-control study
16020890,Successful treatment of progressive Henoch-Schönlein purpura nephritis with tonsillectomy and steroid pulse therapy
15990455,Oral testosterone in male rats and the development of experimental autoimmune encephalomyelitis
